track_name,track_id,duration_ms,album_name,release_date,label,album_popularity,album_id,artist_id,duration_sec
Skin And Bones (Singalong Version),0SI1cUSXNNWzX3yi5Xl3HG,240206,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,240.206
Next Year (Singalong Version),7dCFlww34KxvLRxE9UfNDr,275053,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,275.053
The One (Made Famous By Foo Fighters),4FHyCsNCsyV5U6FkDAPLAT,168586,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,168.586
I'Ll Be Coming Home Next Year (Singalong Version),6ERAZrP1d3lKeZfR7DcmiL,261327,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,261.327
Learn To Fly (Made Famous By Foo Fighters),0Rs9gAlav8xYxfNyv2kbKP,243693,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,243.693
Learn To Fly (Singalong Version),3UlssSFdnJ6huQKU5otbEF,243693,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,243.693
My Hero (Singalong Version),1W2HTqLVciI3VERc3fQGy7,260793,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,260.793
Big Me (Singalong Version),3Yqqcj35JMcC8C6EtnqOK1,133400,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,133.4
Walking After You (Singalong Version),1GM6ppODgkOKtgLEz4CfL4,240791,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,240.791
Skin And Bones (Made Famous By Foo Fighters),3mRrOjaAON45Fxp0egATsb,240206,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,240.206
Big Me (Made Famous By Foo Fighters),7LHeiMus5Us2DwmJ2TZvWO,132880,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,132.88
No Way Back (Made Famous By Foo Fighters),41ROMgCWEwEWtfxU7xqsPD,196544,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,196.544
Wheels (Singalong Version),7hivlYWCn1Owl6fvJw5Q7N,278595,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,278.595
I'Ll Stick Around (Made Famous By Foo Fighters),2DauLm5iRO6AqqlCPEE9EF,234213,A Salute To Foo Fighters,2010-04-01 00:00:00 UTC,Big Eye Music,3,38UPhjCgpfuzSR8oZYFfe8,0wp7cYNFjMgSHBDdla5aC9,234.213
Doa (Made Famous By Foo Fighters),7hdWEiojjwHxhD0n03gC8Z,256893,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,256.893
All My Life (Made Famous By Foo Fighters),3fkQZr7KOcCDW70X8YZQac,252133,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,252.133
Miracle (Made Famous By Foo Fighters),16vBdKOiREW8yoLk8Sfk5J,208426,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,208.426
I'Ll Be Coming Home Next Year (Made Famous By Foo Fighters),2OgnAyQeyxAqf4BhxyGBdX,261327,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,261.327
No Way Back (Made Famous By Foo Fighters),5nUgycocqZAa3KYpLA7TMk,198058,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,198.058
Best Of You (Made Famous By Foo Fighters),1xajoTRXIcHbR5oRTqcUUn,260720,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,260.72
Next Year (Made Famous By Foo Fighters),66TrIOcMjPe88LQFvLaqlE,275053,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,275.053
Long Road To Ruin (Made Famous By Foo Fighters),59KW1wQ0tWiSjNchmIjvM2,229054,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,229.054
Low (Made Famous By Foo Fighters),3o13xdWbRGlsaKQymet8ws,271066,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,271.066
Resolve (Made Famous By Foo Fighters),6SdfFs0C7w8JqfrE57pjfQ,285985,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,285.985
I'Ll Stick Around (Made Famous By Foo Fighters),3VRW3XMqgHPfdU5SznRXWT,234946,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,234.946
Learn To Fly (Made Famous By Foo Fighters),4fVzpb7xD9JlhknXEEHkw3,243693,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,243.693
Skin And Bones (Made Famous By Foo Fighters),7ie0ru9NVidj823cDXiXAW,240206,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,240.206
My Hero (Made Famous By Foo Fighters),0UgtBLE1VRMlIkzBN9OJq4,260793,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,260.793
Walking After You (Made Famous By Foo Fighters),6Tm7Dk0Jh6tDVbtKWeJYAx,240791,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,240.791
The One (Made Famous By Foo Fighters),7KxKs5eYh7GAgSHU0dtIhf,168640,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,168.64
Times Like These (Made Famous By Foo Fighters),1xLub4q079IyLwjndQ9Bwj,270013,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,270.013
The Pretender (Made Famous By Foo Fighters),1oX6RMyfUe3q3u1rY52qEf,266637,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,266.637
Wheels (Made Famous By Foo Fighters),2gKlta8bMUkWkTFYXu0THX,278595,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,278.595
Breakout (Made Famous By Foo Fighters),0pGLbe7a81hGXWryfidB0R,204946,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,204.946
Monkey Wrench (Made Famous By Foo Fighters),7dKSHIGQ27p1ymaZinOWEB,238586,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,238.586
Big Me (Made Famous By Foo Fighters),1rVCUXsP6zp6J3ze7JxkCk,133400,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,133.4
Cheer Up, Boys (Your Make Up Is Running) (Made Famous By Foo Fighters),3Bwfc0dSBN5TqzMSrFWgjf,223943,Foo Fighters Karaoke,2010-04-01 00:00:00 UTC,Big Eye Music,1,3nfdrISLTodoPAUPW176WY,0wp7cYNFjMgSHBDdla5aC9,223.943
Bleed It Out (Singalong Version),7HO6DuehePPzxnsUrEhZhN,164571,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,164.571
By Myself (Singalong Version),2cZ1kbxP32oDBbJsFd17WD,197026,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,197.026
What I'Ve Done (Singalong Version),0kZnodnGE4CYQ1oWMcYypK,208500,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,208.5
Papercut (Made Famous By Linkin Park),287PmRb9rylnsSdmDAzeA8,190333,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,190.333
Numb (Made Famous By Linkin Park),4bNa6QGz8Tl1ze6enyl1Q7,186693,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,186.693
Somewhere I Belong (Singalong Version),4On0dS4fD0edOyExiZqWgH,215800,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,215.8
With You (Singalong Version),5hmtDZULGLwhxDdXHy20VW,209613,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,209.613
One Step Closer (Made Famous By Linkin Park),5b3h9RvsaQ90kILRKrr145,162013,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,162.013
Bleed It Out (Made Famous By Linkin Park),7i4DR6l5PRP4u1M5OCj34T,164571,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,164.571
Runaway (Made Famous By Linkin Park),2uIXmSfUK1rw8qSKT6AGH1,189653,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,189.653
High Voltage (Made Famous By Linkin Park),08gHOgYwe1nLWnbpQowIOS,231800,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,231.8
Runaway (Singalong Version),7mhiR3wNbrQnNBc6PSNmF7,189653,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,189.653
High Voltage (Singalong Version),1RBmZkH0Oqtv9eSNLCMHw2,231800,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,231.8
Papercut (Singalong Version),1YoQbT1TsgJp0PJ09064ot,190333,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,190.333
My December (Singalong Version),5gDhHUfu4XUjw0GS4hAVSh,280413,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,280.413
Crawlin' (Singalong Version),1PI54hwHcjEROdmfMTKmAe,211013,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,211.013
Pushing Me Away (Singalong Version),0JkR0TNSDcY9LZyoMSkiVZ,195400,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,195.4
In The End (Made Famous By Linkin Park),4kv4XQpyM1AyVZ30GuGvXb,217120,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,217.12
In The End (Singalong Version),0ahbgyV3w9lUxNpSQLDX0v,216106,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,216.106
What I'Ve Done (Made Famous By Linkin Park),1w6aukwAenHsuaRJB22ILF,208500,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,208.5
Numb (Singalong Version),0zL0zGVtvZU8XV4YKaTHhH,186693,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,186.693
Pushing Me Away (Made Famous By Linkin Park),4wtphdcF3DcYUdw3kp4W0R,195400,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,195.4
Somewhere I Belong (Made Famous By Linkin Park),7J6rYfW1ILXqnjQh3wPYe6,218880,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,218.88
Forgotten (Made Famous By Linkin Park),2DOEny4rkyfaxL1Xc4OxbF,202386,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,202.386
With You (Made Famous By Linkin Park),1XgIqaOWvHdWnEIT5dDIeT,209626,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,209.626
Forgotten (Singalong Version),5YhaqEtNEqsP2FIdssTrSq,202386,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,202.386
A Place For My Head (Made Famous By Linkin Park),4rkzkD088AJQkECSePEjac,186906,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,186.906
My December (Made Famous By Linkin Park),19dtp2A6KeCYvbptJK1Kg6,280413,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,280.413
One Step Closer (Singalong Version),0epEybCysDNLtHznXpHtFm,157640,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,157.64
Points Of Authority (Singalong Version),6DQZhb26pRVo51ZmSiEj5J,207013,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,207.013
Shadow Of The Day (Made Famous By Linkin Park),3C8gTkdKnnuyaHaaC53Iip,260727,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,260.727
Crawlin' (Made Famous By Linkin Park),3b5Fvvt0JhwKQe5PrZDxlR,211013,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,211.013
Points Of Authority (Made Famous By Linkin Park),2FTWy4oKC1hB469L5eIYgS,207013,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,207.013
Shadow Of The Day (Singlaong Version),0WA3wUoq1mcPf8ZLQ8qVsG,260727,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,260.727
A Place For My Head (Singalong Version),5kEwGFEgTzOvxZvvIihQIr,186906,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,186.906
By Myself (Made Famous By Linkin Park),3VUpmsWTzWly2a2zGvguCU,197026,A Salute To Linkin Park,2010-04-01 00:00:00 UTC,Big Eye Music,0,5r9rbnNAm3f7vim9toVUMK,0wp7cYNFjMgSHBDdla5aC9,197.026
N.I.B.,2trYTdmZgTeDXPKIdm3Omn,339080,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,339.08
War Pigs,0tEI2nK5pVA6T7P6pP8EPM,498640,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,498.64
Evil Woman,5ySKVbLQJt4aJ2GWVKSsiZ,230973,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,230.973
Wicked World,1psWyD5irrbgx16SgFFNY5,280533,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,280.533
After Forever,2jmuuyJ2sXZcTr0eSx4wrr,330413,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,330.413
Iron Man,1H9jmkIUcgU1wbTGKD2gAZ,364066,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,364.066
Electric Funeral,4fpfvXdWcr58uQ9LHVIxWf,273240,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,273.24
Rock N Roll Doctor,4GoQOQmv8483ZkC5KFd66J,221906,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,221.906
Black Sabbath,6ai32f1XH2Tp0unEeAV10I,372853,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,372.853
Sabbath Bloody Sabbath,3BIIPxK7AcyQzRVynbp9R8,347400,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,347.4
Changes,7vBifr1hcdx4N3O38Ob5vV,287080,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,287.08
Planet Caravan,2CXCd487JR9RaySpXKqGHD,267186,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,267.186
Never Say Die,0RqsYzZ6OFmLRhWHf4ZiMR,247093,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,247.093
Paranoid,1mOYq8zUopH5Vq0QWW9Bkw,173120,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,173.12
Supernaut,3cPRR27qYTExUCyOgMlcbu,296693,The Greatest Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,1,6CDZ8fVsuP4a6TfCDQYp0d,0wp7cYNFjMgSHBDdla5aC9,296.693
Black Sand,77n2b9w6Nf5LqDohqjwmCV,296000,Black Sand,2022-11-18 00:00:00 UTC,WIFE MATERIAL,8,5uKXsAjW1NgBnMoTPVfAfA,0ww3OQM6EtL1ZeqWpYMVZa,296.0
Mrs. C (Feat. Cecilia Lee Nicholson),44kHMdqjzdaEX113w52VRb,164029,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,164.029
Froze (Feat. The Three Snowmen),7hXQIjlc8Tq1wm1ytSsJCn,138379,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,138.379
Better At Christmas (Feat. The Three Snow Women),4FiEFKAMjerhN302ELec1I,198473,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,198.473
On The Go When He Says Ho (Feat. The Sleigh Dogs),6g4tC0tWtBQqekYcCxk6jq,167694,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,167.694
The South Pole Townsmen (Feat. The Townsmen),0pcJAUzkQf1DZ62SqDc7tK,195249,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,195.249
Don'T Wait For Christmas (Feat. Big Kev & The Elfington Band),1cLvOSJWnkhB8ifrUy4aR8,321594,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,321.594
Joyful (Feat. Flurry The Snowflake, Stella The Star & Misty The Mistletoe),308FJX8JGDp8LvO3Zpb9lc,241320,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,241.32
Snow Falls (Feat. The Snowgirls),7vUSIk90Tx9amAAACLGUmD,151524,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,151.524
Cold Outside (Feat. Wave),6VoIMOzNJXSROVinHcBUXW,170065,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,170.065
It'S Cold Out Here (Feat. Chilly The Polar Bear),1Fmyc3eYLB15Hew4hc74SJ,159588,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,159.588
Below The Ice (Feat. Professor Penguin),1tEHsFz9LZDOYYrCdvIUUF,133882,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,133.882
4 The Bag (Feat. Fire And Ice),3atwByFq1OswOm7uGLeiqX,226462,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,226.462
Christmas Wave (Feat. Wave),1x1lFZXlMMjZjVM33lsklY,222605,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,222.605
Blue Skies (Feat. Dr. Ira Shoemaker),3KyKFfcmtN67gy2utOB2gk,168409,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,168.409
Holiday Work (Feat. The Elfingtons),1SXmubfVMtHILHY8rkvcoZ,219391,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,219.391
All I Want (Feat. Autumn),4BBw9mtTgwgvDr6uDzIw9T,190363,Uwish Presents: The Black Santa Winter Wonderland Mixtape,2018-11-16 00:00:00 UTC,The Black Santa Company LLC,10,7nkXfyB7E5wQi8OCgITher,0x6TMgtoW9k2i55A29FsP0,190.363
